epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5324615240097046,0.0010000000474974513,1.1797728538513184,0.8759999871253967,0.42937010526657104
1,0.6256923079490662,0.0010000000474974513,0.9500972032546997,0.8759999871253967,0.3835529088973999
2,0.6472307443618774,0.0010000000474974513,0.9129318594932556,0.8679999709129333,0.3843388557434082
3,0.6618461608886719,0.0010000000474974513,0.8751803636550903,0.8600000143051147,0.3977587819099426
4,0.6724615097045898,0.0010000000474974513,0.853638768196106,0.871999979019165,0.3961699903011322
5,0.6876922845840454,0.0005000000237487257,0.817718505859375,0.8840000033378601,0.36159342527389526
6,0.6847692131996155,0.0005000000237487257,0.8222644329071045,0.8840000033378601,0.3791915476322174
7,0.6847692131996155,0.0005000000237487257,0.8187293410301208,0.8880000114440918,0.36386480927467346
8,0.6896923184394836,0.0005000000237487257,0.8051380515098572,0.8880000114440918,0.3673761188983917
9,0.6992307901382446,0.0002500000118743628,0.7910126447677612,0.8799999952316284,0.36385440826416016
10,0.6893846392631531,0.0002500000118743628,0.8007835149765015,0.8799999952316284,0.3642778992652893
11,0.6981538534164429,0.0002500000118743628,0.7885894179344177,0.871999979019165,0.3791953921318054
12,0.6993846297264099,0.0001250000059371814,0.7836536765098572,0.8759999871253967,0.3778499960899353
13,0.7003076672554016,0.0001250000059371814,0.7887915968894958,0.8799999952316284,0.37756025791168213
14,0.6936923265457153,0.0001250000059371814,0.7980251908302307,0.8799999952316284,0.37398308515548706
15,0.6980000138282776,6.25000029685907e-05,0.7808246612548828,0.8840000033378601,0.36668136715888977
16,0.7026153802871704,6.25000029685907e-05,0.7763087153434753,0.8799999952316284,0.36763831973075867
17,0.7007692456245422,6.25000029685907e-05,0.7752045392990112,0.8799999952316284,0.36317139863967896
18,0.6958461403846741,3.125000148429535e-05,0.7931311726570129,0.8799999952316284,0.36963173747062683
19,0.6909230947494507,3.125000148429535e-05,0.7896621227264404,0.8759999871253967,0.36793211102485657
20,0.7043076753616333,3.125000148429535e-05,0.7754185795783997,0.8799999952316284,0.36806660890579224
21,0.707076907157898,1.5625000742147677e-05,0.7693822383880615,0.871999979019165,0.36785566806793213
22,0.712461531162262,1.5625000742147677e-05,0.7692744731903076,0.8759999871253967,0.367519736289978
23,0.701846182346344,1.5625000742147677e-05,0.7721415162086487,0.871999979019165,0.36745524406433105
24,0.709538459777832,7.812500371073838e-06,0.7715488076210022,0.871999979019165,0.36746838688850403
25,0.6609230637550354,9.999999747378752e-05,0.8908708095550537,0.8240000009536743,0.45725056529045105
26,0.6878461241722107,9.999999747378752e-05,0.8093062043190002,0.8679999709129333,0.40162181854248047
27,0.7027692198753357,9.999999747378752e-05,0.7671780586242676,0.8679999709129333,0.4116672873497009
28,0.7155384421348572,9.999999747378752e-05,0.7425419688224792,0.8799999952316284,0.4121975302696228
29,0.7310768961906433,9.999999747378752e-05,0.7136590480804443,0.8399999737739563,0.46611449122428894
30,0.7401538491249084,4.999999873689376e-05,0.6858277320861816,0.8519999980926514,0.417521595954895
31,0.7447692155838013,4.999999873689376e-05,0.6679683923721313,0.8560000061988831,0.4088438153266907
32,0.7530769109725952,4.999999873689376e-05,0.6518806219100952,0.8840000033378601,0.4021280109882355
33,0.7629230618476868,2.499999936844688e-05,0.6352825164794922,0.8640000224113464,0.38782763481140137
34,0.7624615430831909,2.499999936844688e-05,0.6340247392654419,0.8840000033378601,0.37679263949394226
35,0.7635384798049927,2.499999936844688e-05,0.6392883658409119,0.8759999871253967,0.3806498348712921
36,0.7635384798049927,2.499999936844688e-05,0.6272569298744202,0.8679999709129333,0.3746834397315979
37,0.766153872013092,2.499999936844688e-05,0.6198050379753113,0.8759999871253967,0.37157437205314636
38,0.7641538381576538,2.499999936844688e-05,0.6247822642326355,0.8640000224113464,0.3794700801372528
39,0.7686153650283813,2.499999936844688e-05,0.6023896336555481,0.871999979019165,0.37350860238075256
40,0.7747692465782166,2.499999936844688e-05,0.5923195481300354,0.8679999709129333,0.36923423409461975
41,0.7675384879112244,2.499999936844688e-05,0.6067559123039246,0.8759999871253967,0.3749420642852783
42,0.7729230523109436,2.499999936844688e-05,0.6000437140464783,0.8600000143051147,0.39230725169181824
43,0.7804615497589111,2.499999936844688e-05,0.5937126874923706,0.8600000143051147,0.3811255097389221
44,0.7835384607315063,1.249999968422344e-05,0.5913125872612,0.8600000143051147,0.3842233419418335
45,0.7792307734489441,1.249999968422344e-05,0.5896750092506409,0.8679999709129333,0.3836013078689575
46,0.7787692546844482,1.249999968422344e-05,0.5909960269927979,0.8640000224113464,0.3826795220375061
47,0.7826153635978699,6.24999984211172e-06,0.5791658759117126,0.8600000143051147,0.3843994438648224
48,0.7813845872879028,6.24999984211172e-06,0.5825653672218323,0.8600000143051147,0.383798748254776
49,0.77676922082901,6.24999984211172e-06,0.5829801559448242,0.8640000224113464,0.3842290937900543
50,0.7835384607315063,3.12499992105586e-06,0.5700927972793579,0.8640000224113464,0.3829455077648163
51,0.7846153974533081,3.12499992105586e-06,0.577035665512085,0.8640000224113464,0.3815051019191742
52,0.7896922826766968,3.12499992105586e-06,0.5611251592636108,0.8640000224113464,0.38105690479278564
53,0.7832307815551758,1.56249996052793e-06,0.5727877020835876,0.8640000224113464,0.3807930052280426
54,0.7807692289352417,1.56249996052793e-06,0.5662168264389038,0.8640000224113464,0.3808208107948303
