epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6882591247558594,0.0010000000474974513,0.8233188986778259,0.8640000224113464,0.38437047600746155
1,0.7784179449081421,0.0010000000474974513,0.6031530499458313,0.8679999709129333,0.3842225968837738
2,0.7980380058288574,0.0010000000474974513,0.551117479801178,0.8759999871253967,0.34356868267059326
3,0.8045780062675476,0.0010000000474974513,0.5295131206512451,0.8759999871253967,0.3656664788722992
4,0.8122080564498901,0.0010000000474974513,0.515397846698761,0.8880000114440918,0.32332491874694824
5,0.8095608949661255,0.0010000000474974513,0.515012264251709,0.8799999952316284,0.34674498438835144
6,0.8132980465888977,0.0010000000474974513,0.49925169348716736,0.8880000114440918,0.3150358200073242
7,0.8231080770492554,0.0010000000474974513,0.49027717113494873,0.8880000114440918,0.3359189033508301
8,0.8265337944030762,0.0010000000474974513,0.4739416837692261,0.8840000033378601,0.30167824029922485
9,0.8235751986503601,0.0010000000474974513,0.48048338294029236,0.8880000114440918,0.3132981061935425
10,0.8226408958435059,0.0010000000474974513,0.4751667380332947,0.8960000276565552,0.3323741853237152
11,0.822796642780304,0.0010000000474974513,0.4836729168891907,0.8960000276565552,0.31994926929473877
12,0.8263780474662781,0.0005000000237487257,0.4651421904563904,0.8880000114440918,0.33523255586624146
13,0.8265337944030762,0.0005000000237487257,0.46650758385658264,0.8799999952316284,0.3793676793575287
14,0.8287137746810913,0.0005000000237487257,0.4592539072036743,0.8840000033378601,0.3505837917327881
15,0.8354095220565796,0.0002500000118743628,0.4478582739830017,0.8799999952316284,0.35609468817710876
16,0.8397695422172546,0.0002500000118743628,0.44163092970848083,0.871999979019165,0.3767791986465454
17,0.8340080976486206,0.0002500000118743628,0.4493333697319031,0.8840000033378601,0.35562291741371155
18,0.83712238073349,0.0001250000059371814,0.44258925318717957,0.8799999952316284,0.3627585172653198
19,0.8273123502731323,0.0001250000059371814,0.4545641839504242,0.8840000033378601,0.35402610898017883
20,0.8321394920349121,0.0001250000059371814,0.4535963237285614,0.8840000033378601,0.3558749854564667
21,0.8388352394104004,6.25000029685907e-05,0.4403178095817566,0.8840000033378601,0.3515532612800598
22,0.8358767032623291,6.25000029685907e-05,0.4384881556034088,0.8840000033378601,0.3574290871620178
23,0.8319838047027588,6.25000029685907e-05,0.44228047132492065,0.8840000033378601,0.357522577047348
24,0.8369666934013367,3.125000148429535e-05,0.4399266839027405,0.8840000033378601,0.3575976490974426
25,0.7793522477149963,9.999999747378752e-05,0.6111147403717041,0.8920000195503235,0.3994656205177307
26,0.8059794306755066,9.999999747378752e-05,0.5321305990219116,0.8560000061988831,0.40590158104896545
27,0.8190594911575317,9.999999747378752e-05,0.49780526757240295,0.8600000143051147,0.4217786192893982
28,0.8296480774879456,9.999999747378752e-05,0.4640607535839081,0.8880000114440918,0.395437628030777
29,0.8402366638183594,9.999999747378752e-05,0.43194451928138733,0.8399999737739563,0.43425223231315613
30,0.8469324111938477,9.999999747378752e-05,0.42228248715400696,0.871999979019165,0.4130573868751526
31,0.856586754322052,9.999999747378752e-05,0.3909941017627716,0.871999979019165,0.398766428232193
32,0.8614138960838318,4.999999873689376e-05,0.381498783826828,0.8640000224113464,0.40836530923843384
33,0.8654624819755554,4.999999873689376e-05,0.3671242892742157,0.8759999871253967,0.395051509141922
34,0.8685767650604248,4.999999873689376e-05,0.3611496090888977,0.8560000061988831,0.40010663866996765
35,0.8668639063835144,4.999999873689376e-05,0.3564062714576721,0.8679999709129333,0.37473440170288086
36,0.8720024824142456,4.999999873689376e-05,0.3379080295562744,0.8640000224113464,0.37680843472480774
37,0.8768296241760254,4.999999873689376e-05,0.3305629789829254,0.8759999871253967,0.34700730443000793
38,0.880878210067749,4.999999873689376e-05,0.31784629821777344,0.8759999871253967,0.3540402948856354
39,0.8843039274215698,4.999999873689376e-05,0.3183860778808594,0.871999979019165,0.3587656617164612
40,0.8889753818511963,4.999999873689376e-05,0.3010365068912506,0.871999979019165,0.33793842792510986
41,0.8886639475822449,4.999999873689376e-05,0.30384987592697144,0.8799999952316284,0.3699214458465576
42,0.8861725330352783,4.999999873689376e-05,0.31200775504112244,0.8759999871253967,0.35941338539123535
43,0.8913111090660095,4.999999873689376e-05,0.29513606429100037,0.871999979019165,0.36771613359451294
44,0.8919339776039124,2.499999936844688e-05,0.2936732769012451,0.8600000143051147,0.37216949462890625
45,0.8972283005714417,2.499999936844688e-05,0.2906239926815033,0.8799999952316284,0.3586168885231018
46,0.8970725536346436,2.499999936844688e-05,0.2784275710582733,0.8880000114440918,0.35230857133865356
47,0.8938025832176208,1.249999968422344e-05,0.28490835428237915,0.8880000114440918,0.3483743965625763
48,0.8964496850967407,1.249999968422344e-05,0.27679896354675293,0.8920000195503235,0.3379627764225006
49,0.9036125540733337,1.249999968422344e-05,0.26314544677734375,0.8880000114440918,0.3346356749534607
50,0.9011211395263672,1.249999968422344e-05,0.26625269651412964,0.8880000114440918,0.3374708890914917
51,0.9043911695480347,1.249999968422344e-05,0.27309733629226685,0.8799999952316284,0.3389594852924347
52,0.9056368470191956,1.249999968422344e-05,0.26367929577827454,0.8840000033378601,0.33821040391921997
53,0.9042354226112366,6.24999984211172e-06,0.26273784041404724,0.8840000033378601,0.33545783162117004
54,0.8972283005714417,6.24999984211172e-06,0.27627283334732056,0.8880000114440918,0.33926790952682495
