epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6626153588294983,0.0010000000474974513,0.9120917916297913,0.8519999980926514,0.4414091110229492
1,0.769076943397522,0.0010000000474974513,0.6368148326873779,0.8600000143051147,0.416375070810318
2,0.787538468837738,0.0010000000474974513,0.585184633731842,0.8519999980926514,0.42352521419525146
3,0.7964615225791931,0.0010000000474974513,0.5738850235939026,0.8600000143051147,0.415559321641922
4,0.808923065662384,0.0010000000474974513,0.5392839908599854,0.8479999899864197,0.43178272247314453
5,0.8116922974586487,0.0010000000474974513,0.5246782302856445,0.8600000143051147,0.41827571392059326
6,0.8153846263885498,0.0010000000474974513,0.5172877907752991,0.8679999709129333,0.4113987386226654
7,0.8135384321212769,0.0010000000474974513,0.5114739537239075,0.8519999980926514,0.43660974502563477
8,0.8129230737686157,0.0010000000474974513,0.5166906714439392,0.8640000224113464,0.41914892196655273
9,0.8195384740829468,0.0010000000474974513,0.4989355802536011,0.8479999899864197,0.4404583275318146
10,0.8232307434082031,0.0005000000237487257,0.49270308017730713,0.8640000224113464,0.4171335995197296
11,0.8243076801300049,0.0005000000237487257,0.488334059715271,0.8600000143051147,0.4296365976333618
12,0.8273845911026001,0.0005000000237487257,0.4882383942604065,0.8600000143051147,0.42711400985717773
13,0.8366153836250305,0.0002500000118743628,0.47093266248703003,0.8600000143051147,0.4157353639602661
14,0.8259999752044678,0.0002500000118743628,0.4783592224121094,0.871999979019165,0.4060983955860138
15,0.8264615535736084,0.0002500000118743628,0.4795539677143097,0.8679999709129333,0.4113060235977173
16,0.8361538648605347,0.0002500000118743628,0.46077197790145874,0.8640000224113464,0.41891172528266907
17,0.8266153931617737,0.0002500000118743628,0.4775409400463104,0.8679999709129333,0.40839245915412903
18,0.8304615616798401,0.0001250000059371814,0.466084361076355,0.8640000224113464,0.4141515791416168
19,0.83338463306427,0.0001250000059371814,0.4593983292579651,0.871999979019165,0.4155075252056122
20,0.8355384469032288,0.0001250000059371814,0.4594227075576782,0.8679999709129333,0.41176971793174744
21,0.8324615359306335,6.25000029685907e-05,0.4644753634929657,0.8679999709129333,0.41518399119377136
22,0.8330768942832947,6.25000029685907e-05,0.46642643213272095,0.8679999709129333,0.4130328893661499
23,0.8343076705932617,6.25000029685907e-05,0.46456196904182434,0.8679999709129333,0.4122026264667511
24,0.8330768942832947,3.125000148429535e-05,0.4640684723854065,0.8679999709129333,0.4113576412200928
25,0.7729230523109436,9.999999747378752e-05,0.6389344930648804,0.8799999952316284,0.4044701159000397
26,0.807692289352417,9.999999747378752e-05,0.5497349500656128,0.8759999871253967,0.41097429394721985
27,0.8183076977729797,9.999999747378752e-05,0.5081297159194946,0.8759999871253967,0.42485368251800537
28,0.8283076882362366,9.999999747378752e-05,0.4741903841495514,0.8759999871253967,0.4126042127609253
29,0.8446153998374939,4.999999873689376e-05,0.4316296875476837,0.8679999709129333,0.4024898409843445
30,0.845230758190155,4.999999873689376e-05,0.42689248919487,0.8679999709129333,0.39985060691833496
31,0.8484615087509155,4.999999873689376e-05,0.4163965880870819,0.8679999709129333,0.37965822219848633
32,0.858923077583313,4.999999873689376e-05,0.40085768699645996,0.8519999980926514,0.39161649346351624
33,0.8575384616851807,4.999999873689376e-05,0.38293197751045227,0.8479999899864197,0.3960813581943512
34,0.8679999709129333,4.999999873689376e-05,0.38098737597465515,0.8519999980926514,0.40818607807159424
35,0.8636922836303711,2.499999936844688e-05,0.3690595328807831,0.8600000143051147,0.4035418629646301
36,0.8695384860038757,2.499999936844688e-05,0.3598687946796417,0.8519999980926514,0.393823504447937
37,0.8649230599403381,2.499999936844688e-05,0.36341527104377747,0.8519999980926514,0.39940688014030457
38,0.874923050403595,1.249999968422344e-05,0.35552260279655457,0.8479999899864197,0.39539188146591187
39,0.8752307891845703,1.249999968422344e-05,0.34782665967941284,0.8479999899864197,0.3946394622325897
40,0.8713846206665039,1.249999968422344e-05,0.34756049513816833,0.8519999980926514,0.38910096883773804
41,0.8698461651802063,6.24999984211172e-06,0.34915241599082947,0.8519999980926514,0.391387015581131
42,0.8784615397453308,6.24999984211172e-06,0.34156930446624756,0.8519999980926514,0.39041033387184143
43,0.8809230923652649,6.24999984211172e-06,0.34031540155410767,0.8519999980926514,0.39005449414253235
44,0.8786153793334961,3.12499992105586e-06,0.336589515209198,0.8519999980926514,0.3911978006362915
45,0.8743076920509338,3.12499992105586e-06,0.34514251351356506,0.8519999980926514,0.3893481492996216
46,0.8769230842590332,3.12499992105586e-06,0.33747634291648865,0.8519999980926514,0.3891424834728241
47,0.874923050403595,1.56249996052793e-06,0.3401404619216919,0.8519999980926514,0.3894701600074768
48,0.8706153631210327,1.56249996052793e-06,0.35139596462249756,0.8519999980926514,0.3900720775127411
49,0.8758461475372314,1.56249996052793e-06,0.3485431969165802,0.8519999980926514,0.39071768522262573
50,0.8786153793334961,7.81249980263965e-07,0.33940809965133667,0.8519999980926514,0.39115872979164124
51,0.8744615316390991,7.81249980263965e-07,0.34725770354270935,0.8519999980926514,0.3916049003601074
52,0.8769230842590332,7.81249980263965e-07,0.3430617153644562,0.8519999980926514,0.39178916811943054
53,0.8741538524627686,3.906249901319825e-07,0.3359009921550751,0.8519999980926514,0.3920346200466156
54,0.8740000128746033,3.906249901319825e-07,0.3375585675239563,0.8519999980926514,0.3922398090362549
