epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5783076882362366,0.0010000000474974513,1.0538276433944702,0.7480000257492065,0.6520645618438721
1,0.6776922941207886,0.0010000000474974513,0.8178166151046753,0.7720000147819519,0.6040483117103577
2,0.6996923089027405,0.0010000000474974513,0.7657291293144226,0.7559999823570251,0.6104497313499451
3,0.6996923089027405,0.0010000000474974513,0.7440154552459717,0.7480000257492065,0.6062783598899841
4,0.7103077173233032,0.0010000000474974513,0.7246101498603821,0.7839999794960022,0.5686720013618469
5,0.7139999866485596,0.0010000000474974513,0.7111868262290955,0.7799999713897705,0.5930450558662415
6,0.7187692523002625,0.0010000000474974513,0.6988456845283508,0.7720000147819519,0.5698780417442322
7,0.7216923236846924,0.0010000000474974513,0.6958175301551819,0.800000011920929,0.5469857454299927
8,0.7239999771118164,0.0010000000474974513,0.6830541491508484,0.7720000147819519,0.6019078493118286
9,0.7272307872772217,0.0010000000474974513,0.6718992590904236,0.7839999794960022,0.5802893042564392
10,0.7353846430778503,0.0010000000474974513,0.6704640984535217,0.7879999876022339,0.538002610206604
11,0.7261538505554199,0.0010000000474974513,0.6784505248069763,0.7720000147819519,0.5906350612640381
12,0.736307680606842,0.0010000000474974513,0.6564217209815979,0.7680000066757202,0.6036618947982788
13,0.7318461537361145,0.0010000000474974513,0.6695849895477295,0.7960000038146973,0.5952880382537842
14,0.7390769124031067,0.0005000000237487257,0.6510983109474182,0.7799999713897705,0.6016903519630432
15,0.7467692494392395,0.0005000000237487257,0.6429170966148376,0.7720000147819519,0.6318802237510681
16,0.7438461780548096,0.0005000000237487257,0.6399981379508972,0.7879999876022339,0.5855753421783447
17,0.7403076887130737,0.0002500000118743628,0.6472078561782837,0.7799999713897705,0.5979567766189575
18,0.7484615445137024,0.0002500000118743628,0.6296563744544983,0.7760000228881836,0.6068355441093445
19,0.7463076710700989,0.0002500000118743628,0.6369511485099792,0.7799999713897705,0.5856992602348328
20,0.7504615187644958,0.0001250000059371814,0.6434890031814575,0.7720000147819519,0.6131067872047424
21,0.7463076710700989,0.0001250000059371814,0.6310699582099915,0.7879999876022339,0.5900124311447144
22,0.7532307505607605,0.0001250000059371814,0.6288791298866272,0.7799999713897705,0.613012433052063
23,0.7515384554862976,6.25000029685907e-05,0.6275866031646729,0.7879999876022339,0.5923256874084473
24,0.7440000176429749,6.25000029685907e-05,0.6335484385490417,0.7919999957084656,0.592995285987854
25,0.6632307767868042,9.999999747378752e-05,0.8919863104820251,0.7599999904632568,0.6786367893218994
26,0.7198461294174194,9.999999747378752e-05,0.7326337695121765,0.7400000095367432,0.6931585073471069
27,0.7304615378379822,9.999999747378752e-05,0.6785039901733398,0.7760000228881836,0.6525711417198181
28,0.7493846416473389,9.999999747378752e-05,0.6540111303329468,0.7919999957084656,0.61844402551651
29,0.7546153664588928,9.999999747378752e-05,0.6183844804763794,0.7879999876022339,0.6249421834945679
30,0.7587692141532898,9.999999747378752e-05,0.6107789874076843,0.7879999876022339,0.6003037691116333
31,0.763692319393158,9.999999747378752e-05,0.5833773016929626,0.800000011920929,0.5568626523017883
32,0.7773846387863159,9.999999747378752e-05,0.5682445764541626,0.8119999766349792,0.5432664155960083
33,0.7852307558059692,9.999999747378752e-05,0.5417675971984863,0.8080000281333923,0.5564884543418884
34,0.7921538352966309,9.999999747378752e-05,0.5282235145568848,0.8040000200271606,0.5715207457542419
35,0.7950769066810608,9.999999747378752e-05,0.5216225981712341,0.800000011920929,0.55404132604599
36,0.8070769309997559,4.999999873689376e-05,0.49544671177864075,0.8240000009536743,0.534038245677948
37,0.810769259929657,4.999999873689376e-05,0.4880242943763733,0.8119999766349792,0.5352707505226135
38,0.805384635925293,4.999999873689376e-05,0.4864351749420166,0.8159999847412109,0.5410523414611816
39,0.8189230561256409,4.999999873689376e-05,0.4645342528820038,0.8199999928474426,0.5292537212371826
40,0.8180000185966492,4.999999873689376e-05,0.46172836422920227,0.8119999766349792,0.5253310799598694
41,0.821384608745575,4.999999873689376e-05,0.4453018307685852,0.828000009059906,0.5366979837417603
42,0.8253846168518066,4.999999873689376e-05,0.4537700116634369,0.8119999766349792,0.5284770727157593
43,0.8232307434082031,4.999999873689376e-05,0.4491325914859772,0.8199999928474426,0.5290761590003967
44,0.8227692246437073,2.499999936844688e-05,0.44694167375564575,0.8199999928474426,0.5313736796379089
45,0.8290769457817078,2.499999936844688e-05,0.4325607419013977,0.8199999928474426,0.5320468544960022
46,0.8310769200325012,2.499999936844688e-05,0.42799150943756104,0.8240000009536743,0.5332010984420776
47,0.8326153755187988,1.249999968422344e-05,0.4266142249107361,0.8199999928474426,0.5349313020706177
48,0.8312307596206665,1.249999968422344e-05,0.42824944853782654,0.8119999766349792,0.5391564965248108
49,0.8296923041343689,1.249999968422344e-05,0.42805951833724976,0.8199999928474426,0.5304798483848572
50,0.8347692489624023,6.24999984211172e-06,0.42677733302116394,0.8119999766349792,0.5339047312736511
51,0.8335384726524353,6.24999984211172e-06,0.41807305812835693,0.8119999766349792,0.5334616899490356
52,0.8407692313194275,6.24999984211172e-06,0.4189542829990387,0.8159999847412109,0.5372034907341003
53,0.8326153755187988,3.12499992105586e-06,0.42858439683914185,0.8159999847412109,0.5389800667762756
54,0.838615357875824,3.12499992105586e-06,0.41157808899879456,0.8159999847412109,0.5389844179153442
